gene_id	gene_symbol	gene_biotype	description
ENSRNOG00000024874	Prtfdc1	protein_coding	phosphoribosyl transferase domain containing 1 [Source:RGD Symbol;Acc:1310177]
ENSRNOG00000039463	Pcdhga1	protein_coding	"protocadherin gamma subfamily A, 1 [Source:MGI Symbol;Acc:MGI:1935212]"
ENSRNOG00000019276	Dele1	protein_coding	DAP3 binding cell death enhancer 1 [Source:RGD Symbol;Acc:735029]
ENSRNOG00000060013	RF02271	misc_RNA	"predicted gene, 27820 [Source:MGI Symbol;Acc:MGI:5531202]"
ENSRNOG00000019290	Pskh1	protein_coding	protein serine kinase H1 [Source:RGD Symbol;Acc:1304648]
ENSRNOG00000016971	Zfp612	protein_coding	zinc finger protein 612 [Source:RGD Symbol;Acc:1307197]
ENSRNOG00000014522	Mlycd	protein_coding	malonyl-CoA decarboxylase [Source:RGD Symbol;Acc:620234]
ENSRNOG00000048232	AABR07044302.1	unprocessed_pseudogene	NA
ENSRNOG00000029500	Tapbp	protein_coding	TAP binding protein [Source:RGD Symbol;Acc:3819]
ENSRNOG00000000476	Zbtb22	protein_coding	zinc finger and BTB domain containing 22 [Source:RGD Symbol;Acc:1359627]
ENSRNOG00000000277	Tet1	protein_coding	tet methylcytosine dioxygenase 1 [Source:RGD Symbol;Acc:1310993]
ENSRNOG00000020426	Erf	protein_coding	Ets2 repressor factor [Source:RGD Symbol;Acc:1311991]
ENSRNOG00000043332	Foxd1	protein_coding	forkhead box D1 [Source:RGD Symbol;Acc:621712]
ENSRNOG00000005049	Tbr1	protein_coding	"T-box, brain, 1 [Source:RGD Symbol;Acc:1591773]"
ENSRNOG00000007981	Klhl23	protein_coding	kelch-like family member 23 [Source:RGD Symbol;Acc:1307166]
ENSRNOG00000055564	RGD1564664	protein_coding	similar to LOC387763 protein [Source:RGD Symbol;Acc:1564664]
ENSRNOG00000022286	AABR07039316.1	lincRNA	NA
ENSRNOG00000007390	Nfkbia	protein_coding	NFKB inhibitor alpha [Source:RGD Symbol;Acc:3171]
ENSRNOG00000021904	Tecpr2	protein_coding	tectonin beta-propeller repeat containing 2 [Source:RGD Symbol;Acc:1307503]
ENSRNOG00000010794	Dennd3	protein_coding	DENN domain containing 3 [Source:RGD Symbol;Acc:1311559]
ENSRNOG00000012090	Slc16a8	protein_coding	solute carrier family 16 member 8 [Source:RGD Symbol;Acc:69282]
ENSRNOG00000036680	Notum	protein_coding	"NOTUM, palmitoleoyl-protein carboxylesterase [Source:RGD Symbol;Acc:1307119]"
ENSRNOG00000001875	Smpd4	protein_coding	sphingomyelin phosphodiesterase 4 [Source:RGD Symbol;Acc:1310674]
ENSRNOG00000027232	Pcdhga11	protein_coding	"protocadherin gamma subfamily A, 11 [Source:MGI Symbol;Acc:MGI:1935228]"
ENSRNOG00000054344	Ier2	pseudogene	immediate early response 2 [Source:RGD Symbol;Acc:1359581]
ENSRNOG00000000956	Rasl11a	protein_coding	RAS-like family 11 member A [Source:RGD Symbol;Acc:1303231]
ENSRNOG00000016701	Gng8	protein_coding	G protein subunit gamma 8 [Source:RGD Symbol;Acc:620808]
ENSRNOG00000006729	Slc24a4	protein_coding	solute carrier family 24 member 4 [Source:RGD Symbol;Acc:1305926]
ENSRNOG00000017286	Ephx2	protein_coding	epoxide hydrolase 2 [Source:RGD Symbol;Acc:620732]
ENSRNOG00000000274	Phyhipl	protein_coding	phytanoyl-CoA 2-hydroxylase interacting protein-like [Source:RGD Symbol;Acc:1307967]
ENSRNOG00000015974	Tmem208	protein_coding	transmembrane protein 208 [Source:RGD Symbol;Acc:1560953]
ENSRNOG00000025071	Qrich1	protein_coding	glutamine-rich 1 [Source:RGD Symbol;Acc:1311095]
ENSRNOG00000000175	Mier2	protein_coding	MIER family member 2 [Source:RGD Symbol;Acc:1307278]
ENSRNOG00000020073	Pcdhb8	protein_coding	protocadherin beta 8 [Source:RGD Symbol;Acc:1309895]
ENSRNOG00000056358	Ccdc27	protein_coding	coiled-coil domain containing 27 [Source:RGD Symbol;Acc:1587099]
ENSRNOG00000008620	Smad3	protein_coding	SMAD family member 3 [Source:RGD Symbol;Acc:3032]
ENSRNOG00000039472	AC131360.2	pseudogene	NA
ENSRNOG00000057826	AABR07040412.1	protein_coding	NA
ENSRNOG00000023863	Gpr139	protein_coding	G protein-coupled receptor 139 [Source:RGD Symbol;Acc:1311729]
ENSRNOG00000000522	Cpne5	protein_coding	copine 5 [Source:RGD Symbol;Acc:1308021]
ENSRNOG00000023008	Fam131c	protein_coding	"family with sequence similarity 131, member C [Source:RGD Symbol;Acc:1590955]"
ENSRNOG00000046851	Tmem121b	protein_coding	transmembrane protein 121B [Source:NCBI gene;Acc:500307]
ENSRNOG00000000529	Pim1	protein_coding	"Pim-1 proto-oncogene, serine/threonine kinase [Source:RGD Symbol;Acc:3330]"
ENSRNOG00000016543	Trim63	protein_coding	tripartite motif containing 63 [Source:RGD Symbol;Acc:619964]
ENSRNOG00000060681	LOC102553472	lincRNA	uncharacterized LOC102553472 [Source:RGD Symbol;Acc:7715399]
ENSRNOG00000016414	Slc22a17	protein_coding	"solute carrier family 22, member 17 [Source:RGD Symbol;Acc:631405]"
ENSRNOG00000008622	Creb5	protein_coding	cAMP responsive element binding protein 5 [Source:RGD Symbol;Acc:1566107]
ENSRNOG00000003313	Glra2	protein_coding	"glycine receptor, alpha 2 [Source:RGD Symbol;Acc:2705]"
ENSRNOG00000048812	Gpx1	protein_coding	glutathione peroxidase 1 [Source:RGD Symbol;Acc:2729]
ENSRNOG00000021831	Kcnrg	protein_coding	potassium channel regulator [Source:RGD Symbol;Acc:1307199]
ENSRNOG00000012015	Lrrc49	protein_coding	leucine rich repeat containing 49 [Source:RGD Symbol;Acc:1309466]
ENSRNOG00000012442	Cemip	protein_coding	cell migration inducing hyaluronidase [Source:RGD Symbol;Acc:1305254]
ENSRNOG00000025384	Slc2a10	protein_coding	solute carrier family 2 member 10 [Source:RGD Symbol;Acc:1306552]
ENSRNOG00000061316	LOC102547056	protein_coding	retinoic acid early-inducible protein 1-gamma-like [Source:RGD Symbol;Acc:7509852]
ENSRNOG00000015552	Ppil4	protein_coding	peptidylprolyl isomerase like 4 [Source:RGD Symbol;Acc:1311051]
ENSRNOG00000016041	Zc3h12d	protein_coding	zinc finger CCCH type containing 12D [Source:RGD Symbol;Acc:1597152]
ENSRNOG00000016054	Tab2	protein_coding	TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:RGD Symbol;Acc:1309527]
ENSRNOG00000013351	Stxbp5	protein_coding	syntaxin binding protein 5 [Source:RGD Symbol;Acc:708517]
ENSRNOG00000014431	AABR07000222.1	processed_pseudogene	NA
ENSRNOG00000011015	Hivep2	protein_coding	human immunodeficiency virus type I enhancer binding protein 2 [Source:RGD Symbol;Acc:61988]
ENSRNOG00000011411	Adgrg6	protein_coding	adhesion G protein-coupled receptor G6 [Source:RGD Symbol;Acc:1308551]
ENSRNOG00000012103	Nmbr	protein_coding	neuromedin B receptor [Source:MGI Symbol;Acc:MGI:1100525]
ENSRNOG00000058425	AABR07000385.2	lincRNA	NA
ENSRNOG00000051450	Abracl	protein_coding	ABRA C-terminal like [Source:RGD Symbol;Acc:1583256]
ENSRNOG00000059224	Reps1	protein_coding	RALBP1 associated Eps domain containing 1 [Source:RGD Symbol;Acc:1307131]
ENSRNOG00000012701	Map7	protein_coding	microtubule-associated protein 7 [Source:RGD Symbol;Acc:1308866]
ENSRNOG00000058050	Mtfr2	protein_coding	mitochondrial fission regulator 2 [Source:RGD Symbol;Acc:6494892]
ENSRNOG00000047605	Ptprk	protein_coding	"protein tyrosine phosphatase, receptor type, K [Source:RGD Symbol;Acc:619706]"
ENSRNOG00000026462	RGD1559962	protein_coding	similar to High mobility group protein 2 (HMG-2) [Source:RGD Symbol;Acc:1559962]
ENSRNOG00000012346	Epb41l2	protein_coding	erythrocyte membrane protein band 4.1-like 2 [Source:RGD Symbol;Acc:1563977]
ENSRNOG00000013994	Enpp1	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:RGD Symbol;Acc:628825]
ENSRNOG00000016700	Tcf21	protein_coding	transcription factor 21 [Source:RGD Symbol;Acc:620523]
ENSRNOG00000058047	AABR07000733.1	protein_coding	NA
ENSRNOG00000029608	Nkain2	protein_coding	sodium/potassium transporting ATPase interacting 2 [Source:RGD Symbol;Acc:7740967]
ENSRNOG00000013364	Hey2	protein_coding	hes-related family bHLH transcription factor with YRPW motif 2 [Source:RGD Symbol;Acc:621405]
ENSRNOG00000011622	Echdc1	protein_coding	ethylmalonyl-CoA decarboxylase 1 [Source:RGD Symbol;Acc:1359654]
ENSRNOG00000042309	Kiaa0408L	protein_coding	Kiaa0408-like [Source:RGD Symbol;Acc:1307525]
ENSRNOG00000028357	Lrrc14b	protein_coding	leucine rich repeat containing 14B [Source:RGD Symbol;Acc:1564978]
ENSRNOG00000015465	Cep72	protein_coding	centrosomal protein 72 [Source:RGD Symbol;Acc:1566336]
ENSRNOG00000015676	Brd9	protein_coding	bromodomain containing 9 [Source:RGD Symbol;Acc:1307359]
ENSRNOG00000051377	AABR07001099.2	protein_coding	NA
ENSRNOG00000016462	LOC102547287	protein_coding	zinc finger protein 728-like [Source:RGD Symbol;Acc:7718701]
ENSRNOG00000047145	LOC102551340	protein_coding	zinc finger protein 728-like [Source:RGD Symbol;Acc:7697243]
ENSRNOG00000019549	Akap12	protein_coding	A-kinase anchoring protein 12 [Source:RGD Symbol;Acc:70988]
ENSRNOG00000053113	AABR07001389.1	lincRNA	NA
ENSRNOG00000018773	Mtrf1l	protein_coding	mitochondrial translational release factor 1-like [Source:RGD Symbol;Acc:1598312]
ENSRNOG00000018690	Rgs17	protein_coding	regulator of G-protein signaling 17 [Source:RGD Symbol;Acc:1305515]
ENSRNOG00000018915	Tagap	protein_coding	T-cell activation RhoGTPase activating protein [Source:RGD Symbol;Acc:1308618]
ENSRNOG00000014997	Igf2r	protein_coding	insulin-like growth factor 2 receptor [Source:RGD Symbol;Acc:2871]
ENSRNOG00000016625	Slc22a2	protein_coding	solute carrier family 22 member 2 [Source:RGD Symbol;Acc:61936]
ENSRNOG00000022946	Slc22a3	protein_coding	solute carrier family 22 member 3 [Source:RGD Symbol;Acc:3701]
ENSRNOG00000012415	Mpc1	protein_coding	mitochondrial pyruvate carrier 1 [Source:RGD Symbol;Acc:620902]
ENSRNOG00000013190	Rnaset2	protein_coding	ribonuclease T2 [Source:RGD Symbol;Acc:1309918]
ENSRNOG00000013194	Rps6ka2	protein_coding	ribosomal protein S6 kinase A2 [Source:RGD Symbol;Acc:620676]
ENSRNOG00000051938	AABR07001591.1	lincRNA	NA
ENSRNOG00000059984	Dll1	protein_coding	delta like canonical Notch ligand 1 [Source:RGD Symbol;Acc:70949]
ENSRNOG00000014434	Chd1	protein_coding	chromodomain helicase DNA binding protein 1 [Source:RGD Symbol;Acc:1306794]
ENSRNOG00000048190	Rgmb	protein_coding	repulsive guidance molecule BMP co-receptor b [Source:RGD Symbol;Acc:1595392]
ENSRNOG00000035453	Mir3596c	miRNA	microRNA 3596c [Source:RGD Symbol;Acc:4888580]
ENSRNOG00000059492	LOC100365363	protein_coding	"vomeronasal 1 receptor, F4-like [Source:RGD Symbol;Acc:2319215]"
ENSRNOG00000052406	LOC102552527	protein_coding	zinc finger protein 420-like [Source:RGD Symbol;Acc:7689541]
ENSRNOG00000051578	Zfp54	protein_coding	zinc finger protein 54 [Source:RGD Symbol;Acc:1307738]
ENSRNOG00000043341	Zfp51	protein_coding	zinc finger protein 51 [Source:RGD Symbol;Acc:1560046]
ENSRNOG00000047884	AABR07001923.1	protein_coding	NA
ENSRNOG00000026569	LOC102555377	protein_coding	zinc finger protein 182-like [Source:RGD Symbol;Acc:7744154]
ENSRNOG00000011675	Zfp40	protein_coding	zinc finger protein 40 [Source:MGI Symbol;Acc:MGI:99185]
ENSRNOG00000061893	Leng1	protein_coding	leukocyte receptor cluster member 1 [Source:RGD Symbol;Acc:1307933]
ENSRNOG00000060293	Ndufa3	protein_coding	NADH:ubiquinone oxidoreductase subunit A3 [Source:RGD Symbol;Acc:1588687]
ENSRNOG00000057848	Cacng8	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 8 [Source:RGD Symbol;Acc:628808]
ENSRNOG00000056257	Cacng7	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 7 [Source:RGD Symbol;Acc:628807]
ENSRNOG00000027487	Trim28	protein_coding	tripartite motif-containing 28 [Source:RGD Symbol;Acc:620289]
ENSRNOG00000019626	Slc27a5	protein_coding	solute carrier family 27 member 5 [Source:RGD Symbol;Acc:708535]
ENSRNOG00000019623	AABR07002065.1	protein_coding	NA
ENSRNOG00000027436	Zfp324	protein_coding	zinc finger protein 324 [Source:RGD Symbol;Acc:1306631]
ENSRNOG00000019453	Rps5	protein_coding	ribosomal protein S5 [Source:RGD Symbol;Acc:3601]
ENSRNOG00000031328	Zfp110	protein_coding	zinc finger protein 110 [Source:RGD Symbol;Acc:1306339]
ENSRNOG00000026861	AABR07002071.1	protein_coding	zinc finger and SCAN domain containing 18 [Source:NCBI gene;Acc:499083]
ENSRNOG00000047230	AABR07002134.1	protein_coding	zinc finger protein 551 [Source:NCBI gene;Acc:682964]
ENSRNOG00000015271	Zfp418	protein_coding	zinc finger protein 418 [Source:RGD Symbol;Acc:1311663]
ENSRNOG00000015956	Usp29	protein_coding	ubiquitin specific peptidase 29 [Source:RGD Symbol;Acc:1306648]
ENSRNOG00000014791	Peg3	protein_coding	paternally expressed 3 [Source:RGD Symbol;Acc:2323590]
ENSRNOG00000015456	Zfp787	protein_coding	zinc finger protein 787 [Source:RGD Symbol;Acc:1310536]
ENSRNOG00000016565	Zfp524	protein_coding	zinc finger protein 524 [Source:RGD Symbol;Acc:1565485]
ENSRNOG00000016608	Zfp579	protein_coding	zinc finger protein 579 [Source:RGD Symbol;Acc:1308475]
ENSRNOG00000016930	Ube2s	protein_coding	ubiquitin-conjugating enzyme E2S [Source:RGD Symbol;Acc:1564746]
ENSRNOG00000017306	AABR07071876.1	pseudogene	NA
ENSRNOG00000038616	Cox6b2	protein_coding	cytochrome c oxidase subunit 6B2 [Source:RGD Symbol;Acc:1591896]
ENSRNOG00000017795	Hspbp1	protein_coding	HSPA (Hsp70) binding protein 1 [Source:RGD Symbol;Acc:628677]
ENSRNOG00000018090	Ppp6r1	protein_coding	"protein phosphatase 6, regulatory subunit 1 [Source:RGD Symbol;Acc:1311409]"
ENSRNOG00000058906	Ptprh	protein_coding	"protein tyrosine phosphatase, receptor type, H [Source:RGD Symbol;Acc:620553]"
ENSRNOG00000018217	Syt5	protein_coding	synaptotagmin 5 [Source:RGD Symbol;Acc:3806]
ENSRNOG00000028041	Tnnt1	protein_coding	"troponin T1, slow skeletal type [Source:RGD Symbol;Acc:621852]"
ENSRNOG00000032699	Ttyh1	protein_coding	tweety family member 1 [Source:RGD Symbol;Acc:1310103]
ENSRNOG00000027733	Lair1	protein_coding	leukocyte-associated immunoglobulin-like receptor 1 [Source:RGD Symbol;Acc:1560048]
ENSRNOG00000014193	Lig1	protein_coding	DNA ligase 1 [Source:RGD Symbol;Acc:621424]
ENSRNOG00000022227	AABR07002564.1	processed_pseudogene	NA
ENSRNOG00000028449	LOC100364457	protein_coding	ribosomal protein L9-like [Source:RGD Symbol;Acc:2321003]
ENSRNOG00000011346	Ehd2	protein_coding	EH-domain containing 2 [Source:RGD Symbol;Acc:1560856]
ENSRNOG00000001494	Napa	protein_coding	NSF attachment protein alpha [Source:RGD Symbol;Acc:620855]
ENSRNOG00000001492	Slc8a2	protein_coding	solute carrier family 8 member A2 [Source:RGD Symbol;Acc:620194]
ENSRNOG00000047575	Dhx34	protein_coding	DExH-box helicase 34 [Source:RGD Symbol;Acc:1584452]
ENSRNOG00000015865	Ap2s1	protein_coding	adaptor related protein complex 2 subunit sigma 1 [Source:RGD Symbol;Acc:620188]
ENSRNOG00000016145	Strn4	protein_coding	striatin 4 [Source:RGD Symbol;Acc:1307030]
ENSRNOG00000016434	Prkd2	protein_coding	protein kinase D2 [Source:RGD Symbol;Acc:1308054]
ENSRNOG00000016863	Pnma8b	protein_coding	PNMA family member 8B [Source:RGD Symbol;Acc:1560435]
ENSRNOG00000013767	Ccdc61	protein_coding	coiled-coil domain containing 61 [Source:RGD Symbol;Acc:1307390]
ENSRNOG00000013847	Nova2	protein_coding	NOVA alternative splicing regulator 2 [Source:RGD Symbol;Acc:1308032]
ENSRNOG00000014252	Irf2bp1	protein_coding	interferon regulatory factor 2 binding protein 1 [Source:RGD Symbol;Acc:1308312]
ENSRNOG00000014353	Sympk	protein_coding	symplekin [Source:RGD Symbol;Acc:1306735]
ENSRNOG00000014984	Dmwd	protein_coding	"DM1 locus, WD repeat containing [Source:RGD Symbol;Acc:1594179]"
ENSRNOG00000015413	Qpctl	protein_coding	glutaminyl-peptide cyclotransferase-like [Source:RGD Symbol;Acc:1308128]
ENSRNOG00000015844	Snrpd2	protein_coding	small nuclear ribonucleoprotein D2 polypeptide [Source:RGD Symbol;Acc:1593018]
ENSRNOG00000016367	Vasp	protein_coding	vasodilator-stimulated phosphoprotein [Source:RGD Symbol;Acc:1311542]
ENSRNOG00000046667	Fosb	protein_coding	"FosB proto-oncogene, AP-1 transcription factor subunit [Source:RGD Symbol;Acc:1308198]"
ENSRNOG00000017753	Ercc2	protein_coding	"ERCC excision repair 2, TFIIH core complex helicase subunit [Source:RGD Symbol;Acc:1309109]"
ENSRNOG00000017069	Mark4	protein_coding	microtubule affinity regulating kinase 4 [Source:RGD Symbol;Acc:1591792]
ENSRNOG00000017448	Exoc3l2	protein_coding	exocyst complex component 3-like 2 [Source:RGD Symbol;Acc:1592539]
ENSRNOG00000017463	Bloc1s3	protein_coding	"biogenesis of lysosomal organelles complex-1, subunit 3 [Source:RGD Symbol;Acc:1591724]"
ENSRNOG00000017468	Trappc6a	protein_coding	trafficking protein particle complex 6A [Source:RGD Symbol;Acc:1591735]
ENSRNOG00000017692	Ppp1r37	protein_coding	"protein phosphatase 1, regulatory subunit 37 [Source:RGD Symbol;Acc:1595870]"
ENSRNOG00000018730	Nectin2	protein_coding	nectin cell adhesion molecule 2 [Source:RGD Symbol;Acc:1309505]
ENSRNOG00000029399	Bcam	protein_coding	basal cell adhesion molecule (Lutheran blood group) [Source:RGD Symbol;Acc:68378]
ENSRNOG00000019596	Smg9	protein_coding	SMG9 nonsense mediated mRNA decay factor [Source:RGD Symbol;Acc:1309888]
ENSRNOG00000024257	Irgc	protein_coding	immunity related GTPase cinema [Source:RGD Symbol;Acc:1311107]
ENSRNOG00000037931	Plaur	protein_coding	"plasminogen activator, urokinase receptor [Source:RGD Symbol;Acc:620597]"
ENSRNOG00000046500	Irgq	protein_coding	immunity-related GTPase Q [Source:RGD Symbol;Acc:1309409]
ENSRNOG00000020125	AABR07002700.1	protein_coding	CD79a molecule [Source:NCBI gene;Acc:100913063]
ENSRNOG00000020233	Rabac1	protein_coding	Rab acceptor 1 [Source:RGD Symbol;Acc:621002]
ENSRNOG00000020310	Grik5	protein_coding	glutamate ionotropic receptor kainate type subunit 5 [Source:RGD Symbol;Acc:2735]
ENSRNOG00000055761	Zfp574	protein_coding	zinc finger protein 574 [Source:RGD Symbol;Acc:1311420]
ENSRNOG00000047526	Zfp526	protein_coding	zinc finger protein 526 [Source:RGD Symbol;Acc:1588959]
ENSRNOG00000020481	Pafah1b3	protein_coding	"platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 [Source:RGD Symbol;Acc:620333]"
ENSRNOG00000020489	Tmem145	protein_coding	transmembrane protein 145 [Source:RGD Symbol;Acc:1595911]
ENSRNOG00000020596	Dmac2	protein_coding	distal membrane arm assembly complex 2 [Source:RGD Symbol;Acc:1549698]
ENSRNOG00000020607	Bckdha	protein_coding	"branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:RGD Symbol;Acc:2196]"
ENSRNOG00000020817	Cyp2a3	protein_coding	"cytochrome P450, family 2, subfamily a, polypeptide 3 [Source:RGD Symbol;Acc:2465]"
ENSRNOG00000020947	Egln2	protein_coding	egl-9 family hypoxia-inducible factor 2 [Source:RGD Symbol;Acc:631376]
ENSRNOG00000013945	Itpkc	protein_coding	inositol-trisphosphate 3-kinase C [Source:RGD Symbol;Acc:631336]
ENSRNOG00000020867	Numbl	protein_coding	"NUMB-like, endocytic adaptor protein [Source:RGD Symbol;Acc:1307579]"
ENSRNOG00000024410	Blvrb	protein_coding	biliverdin reductase B [Source:RGD Symbol;Acc:1306080]
ENSRNOG00000018369	Prx	protein_coding	periaxin [Source:RGD Symbol;Acc:619960]
ENSRNOG00000020835	Hipk4	protein_coding	homeodomain interacting protein kinase 4 [Source:RGD Symbol;Acc:1307541]
ENSRNOG00000018390	Pld3	protein_coding	"phospholipase D family, member 3 [Source:RGD Symbol;Acc:1308248]"
ENSRNOG00000018408	RGD1307554	protein_coding	similar to CG16812-PA [Source:RGD Symbol;Acc:1307554]
ENSRNOG00000018850	Ttc9b	protein_coding	tetratricopeptide repeat domain 9B [Source:RGD Symbol;Acc:1306256]
ENSRNOG00000023521	Map3k10	protein_coding	mitogen activated protein kinase kinase kinase 10 [Source:RGD Symbol;Acc:1308381]
ENSRNOG00000018928	AABR07002774.1	protein_coding	NA
ENSRNOG00000054618	AABR07002783.1	protein_coding	NA
ENSRNOG00000019229	Fbl	protein_coding	fibrillarin [Source:RGD Symbol;Acc:1305542]
ENSRNOG00000019883	Pak4	protein_coding	p21 (RAC1) activated kinase 4 [Source:RGD Symbol;Acc:1307705]
ENSRNOG00000019869	Lrfn1	protein_coding	leucine rich repeat and fibronectin type III domain containing 1 [Source:RGD Symbol;Acc:1304707]
ENSRNOG00000045545	Eid2b	protein_coding	EP300 interacting inhibitor of differentiation 2B [Source:RGD Symbol;Acc:9381183]
ENSRNOG00000050453	AABR07002848.1	protein_coding	NA
ENSRNOG00000020102	Sirt2	protein_coding	sirtuin 2 [Source:RGD Symbol;Acc:621481]
ENSRNOG00000020636	Spint2	protein_coding	"serine peptidase inhibitor, Kunitz type, 2 [Source:RGD Symbol;Acc:735123]"
ENSRNOG00000020676	Ppp1r14a	protein_coding	"protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:RGD Symbol;Acc:620536]"
ENSRNOG00000020687	Dpf1	protein_coding	double PHD fingers 1 [Source:RGD Symbol;Acc:61868]
ENSRNOG00000024036	Fam98c	protein_coding	"family with sequence similarity 98, member C [Source:RGD Symbol;Acc:1303117]"
ENSRNOG00000020777	Zfp382	protein_coding	zinc finger protein 382 [Source:RGD Symbol;Acc:708385]
ENSRNOG00000020839	Lrfn3	protein_coding	leucine rich repeat and fibronectin type III domain containing 3 [Source:RGD Symbol;Acc:1305567]
ENSRNOG00000024677	Arhgap33	protein_coding	Rho GTPase activating protein 33 [Source:RGD Symbol;Acc:2318374]
ENSRNOG00000020922	Hspb6	protein_coding	heat shock protein family B (small) member 6 [Source:RGD Symbol;Acc:621554]
